"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: threadCount","Param: upper"
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,0.933754,0.013411,"ops/s",2,10000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,184.014747,3.011835,"ops/s",4,1000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,6.709522,0.135940,"ops/s",4,5000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,1.636361,0.019681,"ops/s",4,10000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,304.198449,5.588474,"ops/s",8,1000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,12.440741,0.141050,"ops/s",8,5000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,2.922914,0.041797,"ops/s",8,10000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,361.945683,2.505911,"ops/s",16,1000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,21.074246,0.323816,"ops/s",16,5000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,5.122858,0.032537,"ops/s",16,10000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,310.664786,5.348778,"ops/s",32,1000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,32.236427,0.491011,"ops/s",32,5000
"com.jake.sharedmemory.TotientSumBenchmark.testLongAdder","thrpt",1,40,8.085783,0.075672,"ops/s",32,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,103.154638,0.882704,"ops/s",1,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,3.417855,0.027585,"ops/s",1,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,0.792395,0.005647,"ops/s",1,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,129.891457,0.989754,"ops/s",2,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,4.393125,0.036511,"ops/s",2,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,1.016307,0.005723,"ops/s",2,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,200.919078,2.059351,"ops/s",4,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,7.127481,0.020822,"ops/s",4,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,1.668377,0.019274,"ops/s",4,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,306.949659,4.648233,"ops/s",8,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,12.925400,0.158132,"ops/s",8,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,2.974092,0.015821,"ops/s",8,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,364.836743,6.009077,"ops/s",16,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,21.355903,0.195719,"ops/s",16,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,5.158999,0.051237,"ops/s",16,10000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,312.911898,4.435165,"ops/s",32,1000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,33.127669,0.315518,"ops/s",32,5000
"com.jake.sharedmemory.TotientSumBenchmark.testReentrantLock","thrpt",1,40,8.168206,0.120712,"ops/s",32,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,104.209565,0.687363,"ops/s",1,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,3.446933,0.042219,"ops/s",1,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,0.794363,0.004671,"ops/s",1,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,130.998991,1.745843,"ops/s",2,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,4.439728,0.026415,"ops/s",2,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,0.752552,0.032620,"ops/s",2,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,154.164798,2.978209,"ops/s",4,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,4.964991,0.071781,"ops/s",4,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,1.176080,0.008573,"ops/s",4,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,221.071046,5.224751,"ops/s",8,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,8.764761,0.120759,"ops/s",8,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,2.019698,0.021138,"ops/s",8,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,234.305079,2.617324,"ops/s",16,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,15.115549,0.197183,"ops/s",16,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,3.588933,0.048348,"ops/s",16,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,179.688582,1.854300,"ops/s",32,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,26.922021,2.348602,"ops/s",32,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronized","thrpt",1,40,8.036259,0.075482,"ops/s",32,10000
