"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: threadCount","Param: upper"
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,1.646987,0.004891,"ops/s",4,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,292.496587,7.096246,"ops/s",8,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,12.603372,0.076220,"ops/s",8,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,2.907170,0.013964,"ops/s",8,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,366.217085,1.510534,"ops/s",16,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,21.693927,0.128332,"ops/s",16,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,5.184550,0.027853,"ops/s",16,10000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,317.971375,1.088103,"ops/s",32,1000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,32.578086,0.183613,"ops/s",32,5000
"com.jake.sharedmemory.TotientSumBenchmark.testSynchronizedHighContention","thrpt",1,60,8.016693,0.051217,"ops/s",32,10000
